,file,speaker,dialog
121,Ses03F_impro03,Ses03F_impro03_F009,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-"
122,Ses03F_impro03,Ses03F_impro03_F010,and he just starts doing like this little spiel about me and like
123,Ses03F_impro03,Ses03F_impro03_F011,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something."
124,Ses03F_impro03,Ses03F_impro03_M011,Are you kidding me?
125,Ses03F_impro03,Ses03F_impro03_M012,"Wha- What'd you say? You said yes, right? [LAUGHTER]"
126,Ses03F_impro03,Ses03F_impro03_F012,"Yeah, I said yes, but I, yeah, I mean,"
127,Ses03F_impro03,Ses03F_impro03_F013,"I don't know- it just like took me, took me by surprise."
128,Ses03F_impro03,Ses03F_impro03_F014,He scored points.
129,Ses03F_impro03,Ses03F_impro03_M013,Did you get a standing ovation?
130,Ses03F_impro03,Ses03F_impro03_F015,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members."
131,Ses03F_impro03,Ses03F_impro03_F016,Yeah. It was great.
132,Ses03F_impro03,Ses03F_impro03_M014,Are you serious?
133,Ses03F_impro03,Ses03F_impro03_F017,"It was--I cried,"
134,Ses03F_impro03,Ses03F_impro03_M015,"No, you deserve to cry. I mean, tears of happiness."
135,Ses03F_impro03,Ses03F_impro03_F018,"like a loser, I cried."
136,Ses03F_impro03,Ses03F_impro03_F019,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?"
137,Ses03F_impro03,Ses03F_impro03_M016,So where- where- where is this--have you talked about where it's going to be?
138,Ses03F_impro03,Ses03F_impro03_F020,No. No plans. or any- and probably
139,Ses03F_impro03,Ses03F_impro03_F021,"like I think I want to get married--I want to have two weddings. One here, then one in Europe."
140,Ses03F_impro03,Ses03F_impro03_M017,Hawaii? No.
141,Ses03F_impro03,Ses03F_impro03_F022,No. Hawaii's for honeymoons. But uh--
142,Ses03F_impro03,Ses03F_impro03_M018,Oh. Like Paris? On the Eiffel Tower?
143,Ses03F_impro03,Ses03F_impro03_F023,"Oh, maybe. I don't know. I've been there so many times. I think it's--we're going to get married in Spain and then we're going to get married here."
144,Ses03F_impro03,Ses03F_impro03_M019,He's rich enough. Maybe you can rent out the Eiffel Tower for your--
145,Ses03F_impro03,Ses03F_impro03_M020,"Oh, Jesus."
146,Ses03F_impro03,Ses03F_impro03_M021,That's awesome. [LAUGHTER] Marriage.
147,Ses03F_impro03,Ses03F_impro03_F024,Yeah. I'm so excited. [LAUGHTER].
148,Ses03F_impro04,Ses03F_impro04_F000,"I don't know, Brian, if they uh--it's been three years."
149,Ses03F_impro04,Ses03F_impro04_M000,"Hey, you just got to keep on going."
150,Ses03F_impro04,Ses03F_impro04_F001,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me."
151,Ses03F_impro04,Ses03F_impro04_M001,"No, don't think like that."
152,Ses03F_impro04,Ses03F_impro04_F002,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything."
153,Ses03F_impro04,Ses03F_impro04_F003,I have no money behind me. Nothing. I'm twenty five and--
154,Ses03F_impro04,Ses03F_impro04_M002,Russel Crowe wasn't forty until he got his big stuff.
155,Ses03F_impro04,M:,in--
156,Ses03F_impro04,M:,
157,Ses03F_impro04,Ses03F_impro04_M003,"If you really want to do it-I mean,"
158,Ses03F_impro04,Ses03F_impro04_F004,So I'll have to wait twenty five years-
159,Ses03F_impro04,Ses03F_impro04_M004,you got to do.
160,Ses03F_impro04,Ses03F_impro04_F005,"-just going and auditioning and auditioning and rejection after refection, it's like--"
161,Ses03F_impro04,Ses03F_impro04_M005,You could. You could. We just--
162,Ses03F_impro04,Ses03F_impro04_M006,we're just pooling our funds together.
163,Ses03F_impro04,Ses03F_impro04_F006,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that."
164,Ses03F_impro04,Ses03F_impro04_M007,You don't owe me anything.
165,Ses03F_impro04,Ses03F_impro04_F007,I feel like I'm not doing anything. Like I'm not giving anything into this world.
166,Ses03F_impro04,Ses03F_impro04_M008,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared."
167,Ses03F_impro04,Ses03F_impro04_F008,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job."
168,Ses03F_impro04,Ses03F_impro04_M009,"Oh my God, Anna, you're still young. Don't even think about that."
169,Ses03F_impro04,Ses03F_impro04_F009,Time is passing by. Every year it's
170,Ses03F_impro04,Ses03F_impro04_F010,a part left than I can do.
171,Ses03F_impro04,Ses03F_impro04_M010,"You're only twenty five, okay? Some people don't start until they're thirty five."
172,Ses03F_impro04,Ses03F_impro04_F011,Really?
173,Ses03F_impro04,Ses03F_impro04_M011,Yeah.
174,Ses03F_impro04,Ses03F_impro04_F012,"I don't know, I just [BREATHING] I get frustrated"
175,Ses03F_impro04,Ses03F_impro04_M012,What would you do- What would you do if you didn't? You can go to law school.
176,Ses03F_impro04,Ses03F_impro04_F013,That's the thing. I don't know. I don't know anything.
177,Ses03F_impro04,Ses03F_impro04_F014,Law school? Maybe.
178,Ses03F_impro04,Ses03F_impro04_F015,"I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know."
179,Ses03F_impro04,Ses03F_impro04_M013,See? So you can't just quit now.
180,Ses03F_impro04,Ses03F_impro04_F016,"I mean, I could go to law school, but I'm just not passionate about it, you know? Like I'm not--it doesn't drive me, it doesn't motivate me. I--"
181,Ses03F_impro04,Ses03F_impro04_M014,Have you been going to auditions and stuff?
182,Ses03F_impro04,Ses03F_impro04_F017,"Yeah. I mean, I get a call-back and stuff, but-"
183,Ses03F_impro04,Ses03F_impro04_F018,"I just, I need a break. I need something to break me out."
184,Ses03F_impro04,Ses03F_impro04_M015,How's the job? Still waiting tables at Denny's?
185,Ses03F_impro04,Ses03F_impro04_F019,Yeah. Unfortunately.
186,Ses03F_impro04,Ses03F_impro04_F020,"Yeah, so I go to--get an education for four years and I'm waiting tables at Denny's."
187,Ses03F_impro04,Ses03F_impro04_M016,"Well, they tip well."
188,Ses03F_impro04,Ses03F_impro04_F021,[BREATHING] Brian-
189,Ses03F_impro04,Ses03F_impro04_F022,it's not funny. I just don't know what I'm going to do.
190,Ses03F_impro04,Ses03F_impro04_M017,Maybe you could start teaching. I don't know.
191,Ses03F_impro04,Ses03F_impro04_F023,"Yeah, I guess I could."
192,Ses03F_impro04,Ses03F_impro04_M018,"Go back to school. You know? Another three more years, get your master's."
193,Ses03F_impro04,Ses03F_impro04_F024,Yeah
194,Ses03F_impro04,Ses03F_impro04_M019,"Close to thirty. Oof, it's going to be tough."
195,Ses03F_impro04,Ses03F_impro04_F025,Thanks.
196,Ses03F_impro04,Ses03F_impro04_M020,[LAUGHTER]
197,Ses03F_impro04,Ses03F_impro04_F026,[BREATHING]
198,Ses03F_impro05,Ses03F_impro05_F000,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?"
199,Ses03F_impro05,Ses03F_impro05_M000,"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you."
200,Ses03F_impro05,Ses03F_impro05_F001,"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working."
201,Ses03F_impro05,Ses03F_impro05_M001,Did you- Did you check with the lost and found?
202,Ses03F_impro05,Ses03F_impro05_F002,"Where? I don't know. The lost and found. What do you mean, lost and found?"
203,Ses03F_impro05,Ses03F_impro05_F003,I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.
204,Ses03F_impro05,Ses03F_impro05_M002,"Maybe it got lost. Did you think about that, mom?"
205,Ses03F_impro05,Ses03F_impro05_F004,"Well, that's what I'm asking you. What--I don't know what happened to it."
206,Ses03F_impro05,Ses03F_impro05_M003,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it."
207,Ses03F_impro05,Ses03F_impro05_F005,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?"
208,Ses03F_impro05,Ses03F_impro05_M004,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there."
209,Ses03F_impro05,Ses03F_impro05_F006,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.
210,Ses03F_impro05,Ses03F_impro05_M005,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay
211,Ses03F_impro05,Ses03F_impro05_F007,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there."
212,Ses03F_impro05,Ses03F_impro05_F008,Not to mention I have my work in there.
213,Ses03F_impro05,Ses03F_impro05_M006,"Well, I'll have you fill out some paperwork and see if you can get started on something."
214,Ses03F_impro05,Ses03F_impro05_F009,"And what if- what if it is lost? Well, what are you guys going to do for me?"
215,Ses03F_impro05,Ses03F_impro05_M007,"You know, we'll file a complaint and we could possibly, you know, replace some of the things. I think-"
216,Ses03F_impro05,Ses03F_impro05_M008,and when you sign your ticket we could replace about fifteen percent of what's in the bag.
217,Ses03F_impro05,Ses03F_impro05_F010,Fifteen percent?
218,Ses03F_impro05,Ses03F_impro05_M009,Up to a limit of twenty five dollars.
219,Ses03F_impro05,Ses03F_impro05_F011,What? There- There's hundreds of thousands of dollars worth of stuff in there.
220,Ses03F_impro05,Ses03F_impro05_M010,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?"
221,Ses03F_impro05,Ses03F_impro05_F012,"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris."
222,Ses03F_impro05,Ses03F_impro05_F013,"Sir, why are you laughing at me? This isn't funny."
223,Ses03F_impro05,Ses03F_impro05_M011,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag."
224,Ses03F_impro05,Ses03F_impro05_F014,"Well I'm sorry, if I--no, it's not stupid. You are supposed to have my luggage."
225,Ses03F_impro05,Ses03F_impro05_M012,Did you lock- Did you lock it even? You probably didn't even lock it.
226,Ses03F_impro05,Ses03F_impro05_F015,"No, they said I couldn't lock it."
227,Ses03F_impro05,Ses03F_impro05_MXX0,"[LAUGHTER], That's what they say."
228,Ses03F_impro05,Ses03F_impro05_F016,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.
229,Ses03F_impro05,Ses03F_impro05_M013,"Okay, let me get him.Oh, guess who the supervisor is? It's me."
230,Ses03F_impro05,Ses03F_impro05_M014,"What, do you have questions?"
231,Ses03F_impro05,Ses03F_impro05_F017,"Well, get- I want the C.E.O. then."
232,Ses03F_impro06,Ses03F_impro06_M000,How you doing?
233,Ses03F_impro06,Ses03F_impro06_F000,Okay.
234,Ses03F_impro06,Ses03F_impro06_F001,Yeah. Wow.
235,Ses03F_impro06,Ses03F_impro06_M001,We're all going to miss him.
236,Ses03F_impro06,Ses03F_impro06_F002,"Mmm hmm. I never knew it was going to be this hard, you know."
237,Ses03F_impro06,Ses03F_impro06_F003,It's weird 'cause it's like you expected it to happen and eventually-
238,Ses03F_impro06,Ses03F_impro06_F004,"he had cancer, you know?"
239,Ses03F_impro06,Ses03F_impro06_MXX0,"Mmm, Hmm."
240,Ses03F_impro06,Ses03F_impro06_F005,"They thought he got--would get better and he did, and then it just- things turned bad."
241,Ses03F_impro06,Ses03F_impro06_F006,"Turned around for the worst, you know."
242,Ses03F_impro06,Ses03F_impro06_M002,"I didn't know him, Tricia, but uh- I heard that he was a great man."
243,Ses03F_impro06,Ses03F_impro06_F007,He was amazing.
244,Ses03F_impro06,Ses03F_impro06_F008,I loved that boy.
245,Ses03F_impro06,Ses03F_impro06_F009,"We did everything together, you know."
246,Ses03F_impro06,Ses03F_impro06_F010,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone."
247,Ses03F_impro06,Ses03F_impro06_F011,He's so young. It seems so--
248,Ses03F_impro06,Ses03F_impro06_F012,so wrong in so many ways.
249,Ses03F_impro06,Ses03F_impro06_F013,"His poor parents. You know, it's their only son."
250,Ses03F_impro06,Ses03F_impro06_M003,yeah.
251,Ses03F_impro06,Ses03F_impro06_F014,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease."
252,Ses03F_impro06,Ses03F_impro06_M004,"He was in chemo the whole time, right?"
253,Ses03F_impro06,Ses03F_impro06_FXX0,Yeah.
254,Ses03F_impro06,Ses03F_impro06_M005,And he just got that baseball scholarship.
255,Ses03F_impro06,Ses03F_impro06_F015,"I know. He was, he had so much going for him."
256,Ses03F_impro06,Ses03F_impro06_F016,"So handsome, so young, so gifted."
257,Ses03F_impro06,Ses03F_impro06_F017,So talented.
258,Ses03F_impro06,Ses03F_impro06_F018,"Such a sweet person, you know?"
259,Ses03F_impro06,Ses03F_impro06_M006,How's his parents doing?
260,Ses03F_impro06,Ses03F_impro06_F019,Not very good.
261,Ses03F_impro06,Ses03F_impro06_F020,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old."
262,Ses03F_impro06,M:,
263,Ses03F_impro06,Ses03F_impro06_F021,"It's weird, I kind of feel like part of me is gone now, you know?"
264,Ses03F_impro06,Ses03F_impro06_F022,Because this other half was just kind of like ripped away.
265,Ses03F_impro06,Ses03F_impro06_M007,"You guys were pretty close, weren't you?"
266,Ses03F_impro06,Ses03F_impro06_F023,"He was like, he was like my brother, you know."
267,Ses03F_impro06,Ses03F_impro06_F024,He was my brother.
268,Ses03F_impro06,Ses03F_impro06_F025,"Just seems so unfair, is the way it is."
269,Ses03F_impro06,Ses03F_impro06_F026,"You know, he had that really pretty girlfriend for like about a year and-"
270,Ses03F_impro06,Ses03F_impro06_M008,What was her name?
271,Ses03F_impro06,Ses03F_impro06_F027,Kelly. Kelly Uveny.
272,Ses03F_impro06,Ses03F_impro06_MXX1,Kelly.
273,Ses03F_impro06,Ses03F_impro06_F028,They talked about getting married and--
274,Ses03F_impro06,Ses03F_impro06_M009,Trying to have a baby.
275,Ses03F_impro06,Ses03F_impro06_F029,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-"
276,Ses03F_impro06,Ses03F_impro06_F030,so I was there for him.
277,Ses03F_impro06,Ses03F_impro06_M010,Some people.
278,Ses03F_impro06,Ses03F_impro06_M011,"Yeah, but you were there all the hospital days. By his bed-"
279,Ses03F_impro06,Ses03F_impro06_F031,"Yeah. God, I loved that kid."
280,Ses03F_impro06,Ses03F_impro06_M012,"So nice, so positive."
281,Ses03F_impro06,Ses03F_impro06_F032,yeah.
282,Ses03F_impro06,Ses03F_impro06_M013,We need more people like him.
283,Ses03F_impro06,Ses03F_impro06_F033,"Joe, do you think he knew I loved him?"
284,Ses03F_impro06,Ses03F_impro06_M014,I don't know.
285,Ses03F_impro06,Ses03F_impro06_F034,"I never told him, I love you, but-"
286,Ses03F_impro06,Ses03F_impro06_F035,I loved him so much.
287,Ses03F_impro06,Ses03F_impro06_M015,I don't know if Benny was smart like that- but-
288,Ses03F_impro06,Ses03F_impro06_M016,I'm sure he loved you too. He just didn't know it.
289,Ses03F_impro06,Ses03F_impro06_FXX1,"Yeah, man."
290,Ses03F_impro07,Ses03F_impro07_M000,"Hey, Isabella."
291,Ses03F_impro07,Ses03F_impro07_F000,"Hey, how's it going, Joe?"
292,Ses03F_impro07,Ses03F_impro07_M001,I'm all right.
293,Ses03F_impro07,Ses03F_impro07_F001,"Uh-, So I got some good news."
294,Ses03F_impro07,Ses03F_impro07_M002,Yeah?
295,Ses03F_impro07,Ses03F_impro07_F002,Yep.
296,Ses03F_impro07,Ses03F_impro07_M003,You're not pregnant or anything.
297,Ses03F_impro07,Ses03F_impro07_F003,Pregnant? What are you talking about? No.
298,Ses03F_impro07,Ses03F_impro07_M004,"I know you've been trying to have a baby, right?"
299,Ses03F_impro07,Ses03F_impro07_F004,I have some better news than that.
300,Ses03F_impro07,Ses03F_impro07_M005,"Oh, really?"
301,Ses03F_impro07,Ses03F_impro07_F005,"Yes, What would you want more than anything in this world?"
302,Ses03F_impro07,Ses03F_impro07_M006,A chocolate cake?
303,Ses03F_impro07,Ses03F_impro07_F006,How about maybe for me to possibly stay in L.A.?
304,Ses03F_impro07,Ses03F_impro07_M007,"Oh, wow. You got in?"
305,Ses03F_impro07,Ses03F_impro07_M008,Which one?
306,Ses03F_impro07,Ses03F_impro07_F007,"I got--U.S.C.. I got- Yeah, I got the acceptance letter."
307,Ses03F_impro07,Ses03F_impro07_M009,oh really?
308,Ses03F_impro07,Ses03F_impro07_M010,You got in? Wow.
309,Ses03F_impro07,Ses03F_impro07_F008,"Yes, me, I got in. Thank you very much."
310,Ses03F_impro07,Ses03F_impro07_M011,Good for you.
