,file,speaker,dialog
26,Ses02F_impro01,Ses02F_impro01_F013,And I can tell you where I was born and what time and by who and what day.
27,Ses02F_impro01,Ses02F_impro01_M013,"Okay. But how do I--that's- that's not proof to me. How do I know that, you know, that it's really you. I need--"
28,Ses02F_impro01,Ses02F_impro01_F014,I can't go--I have to go back to work. I don't have time to go back to my house and get all of that stuff and then get back in line and wait for another forty five minutes.
29,Ses02F_impro01,Ses02F_impro01_M014,"Well, the weekends are not as busy. Maybe you can uh, come and try to get here early--"
30,Ses02F_impro01,Ses02F_impro01_F015,"Um, I have kids. I have to take them places on the weekends. I don't have time to come back here. Please. I really need you to help me."
31,Ses02F_impro01,Ses02F_impro01_M015,I can't. There's nothing I can do. I'm sorry.
32,Ses02F_impro01,Ses02F_impro01_F016,Well. [BREATHING] I just--I just don't. I-I'm sorry that I'm standing here-- But I can't leave. I-
33,Ses02F_impro01,Ses02F_impro01_M016,The line--
34,Ses02F_impro01,Ses02F_impro01_F017,"I really need this done today. As you can see, the deadline is almost up and I can't come back."
35,Ses02F_impro01,Ses02F_impro01_M017,"Ok, but you're right now you're holding up more people in line by standing here-- and letting"
36,Ses02F_impro01,Ses02F_impro01_F018,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?"
37,Ses02F_impro01,Ses02F_impro01_M018,"I--when you're going to the D.M.V., you usually need pretty professional identification--"
38,Ses02F_impro01,Ses02F_impro01_M019,"You know, Official documentation--"
39,Ses02F_impro01,Ses02F_impro01_F019,"Yeah, but your birth certificate--I mean, who carries around their birth certificate? Nobody does that."
40,Ses02F_impro01,Ses02F_impro01_M020,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--"
41,Ses02F_impro01,Ses02F_impro01_F020,With your driver's license and your passport. Just like everybody else.
42,Ses02F_impro01,Ses02F_impro01_M021,"But, without your drive--where-where- what about your identification without your driver's license? I mean, you need--you needed something before then?"
43,Ses02F_impro01,Ses02F_impro01_F021,"Who--you always use your driver's license. I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway."
44,Ses02F_impro01,Ses02F_impro01_M022,"All right. Well, um, you know, I'd love to help you, but--nothing I can do."
45,Ses02F_impro01,Ses02F_impro01_M023,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe. I don't know."
46,Ses02F_impro01,Ses02F_impro01_F022,Do you have a supervisor?
47,Ses02F_impro01,Ses02F_impro01_M024,I am the supervisor. So--
48,Ses02F_impro01,Ses02F_impro01_F023,"Well, thank you very much. You've been very helpful."
49,Ses02F_impro01,M:,right. Thank you.
50,Ses02F_impro02,Ses02F_impro02_F000,It's almost time for me to go.
51,Ses02F_impro02,Ses02F_impro02_M000,I can't believe that--now--are you sure this is absolutely necessary? Like--
52,Ses02F_impro02,Ses02F_impro02_F001,"There's nothing I can do. I mean, the government you know--"
53,Ses02F_impro02,Ses02F_impro02_M001,What--what're we gonna do here? I can't--I can't do this by myself. I--
54,Ses02F_impro02,Ses02F_impro02_F002,"You're gonna have to. I mean, you're a great father. You can do it. I know you can."
55,Ses02F_impro02,Ses02F_impro02_M002,"But, I'm--I'm nothing--I'm nothing without you here. Maybe we can--we can get out of this somehow."
56,Ses02F_impro02,Ses02F_impro02_F003,I don't think so.
57,Ses02F_impro02,Ses02F_impro02_M003,"Well, come on. You've gotta think of something. A year--a year away, it's gonna tear us apart. I don't even--I don't even wanna think about it. I mean, I don't even know if I'll be able to get in touch with you or--"
58,Ses02F_impro02,Ses02F_impro02_F004,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile."
59,Ses02F_impro02,M:,not...
60,Ses02F_impro02,Ses02F_impro02_F005,You could send me pictures.
61,Ses02F_impro02,Ses02F_impro02_M004,It's not going to be the same.
62,Ses02F_impro02,Ses02F_impro02_M005,"What if--maybe--what if, uh, we went somewhere over there? I don't--I don't know--I--I need to figure something out for this because--"
63,Ses02F_impro02,Ses02F_impro02_F006,"Their not gonna let you. You have to stay home and I have to go. I mean, that's all--"
64,Ses02F_impro02,Ses02F_impro02_F007,"and--I mean, my daughter--I don't want to put her in danger. You know? She has to stay."
65,Ses02F_impro02,Ses02F_impro02_M006,This is gonna be a--a crucial yet--she's--she's growing up. She's gonna need you.
66,Ses02F_impro02,Ses02F_impro02_F008,"I know, but, she needs to be safe more. She needs to be around kids her age--own age. She needs to be able to play on the streets and--"
67,Ses02F_impro02,Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words. For her first steps. I mean--it's something that you're supposed to be here for that--
68,Ses02F_impro02,Ses02F_impro02_F009,You can just remember it for me.
69,Ses02F_impro02,Ses02F_impro02_M008,I don't know--I don't know--I don't know how--I don't know how this could even be possible for you--I--if I was--
70,Ses02F_impro02,Ses02F_impro02_F010,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it."
71,Ses02F_impro02,Ses02F_impro02_F011,"I mean, it's just as hard for me, but--I know that we can do it, you know"
72,Ses02F_impro02,Ses02F_impro02_M009,"I mean, you just get to--go off and do your thing. I mean, yeah, we're both--I don't know--it's bad for both of us, but--"
73,Ses02F_impro02,Ses02F_impro02_M010,...it would be so much better if we can--if we could stay together somehow. You know--we could--we could do this together.
74,Ses02F_impro02,Ses02F_impro02_F012,I don't want you in danger. And I don't want her in danger.
75,Ses02F_impro02,Ses02F_impro02_M011,I don't want you in danger. Where are you going? You're going over to war.
76,Ses02F_impro02,Ses02F_impro02_F013,I have no choice. There's nothing I can do.
77,Ses02F_impro02,M:,mean--
78,Ses02F_impro02,Ses02F_impro02_M012,All right.
79,Ses02F_impro03,Ses02F_impro03_F000,"Oh my God. Guess what, guess what, guess what, guess what, guess what, guess what?"
80,Ses02F_impro03,Ses02F_impro03_M000,What?
81,Ses02F_impro03,Ses02F_impro03_F001,"Well, guess. Guess, guess, guess, guess."
82,Ses02F_impro03,Ses02F_impro03_M001,"Um, you--"
83,Ses02F_impro03,Ses02F_impro03_F002,Don't look at my left hand.
84,Ses02F_impro03,Ses02F_impro03_M002,No. Let me see.
85,Ses02F_impro03,F:,
86,Ses02F_impro03,Ses02F_impro03_M003,"Oh, no way."
87,Ses02F_impro03,Ses02F_impro03_F003,"He proposed. He proposed. Well, and I said yes, of course. [LAUGHTER]"
88,Ses02F_impro03,Ses02F_impro03_M004,That is great. You look radiant. I should've guess.
89,Ses02F_impro03,Ses02F_impro03_F004,I'm so excited.
90,Ses02F_impro03,Ses02F_impro03_M005,"Well, Tell me about him. What happened."
91,Ses02F_impro03,Ses02F_impro03_F005,"Remember how we had that date? And I was like, oh yeah, this is a date, whatever."
92,Ses02F_impro03,M:,huh. Yeah.
93,Ses02F_impro03,Ses02F_impro03_F006,"So after we sort of went out dinner and I was already like tired. I wasn't all that excited and and so he's like let's go down to the beach and I was like no I don't want to the beach, like I'm tired. And he's like no, no we have to go. And I was like okay, like that's a little weird."
94,Ses02F_impro03,M:,the beach.
95,Ses02F_impro03,Ses02F_impro03_F007,"So, he--so we walked down to the pier and there's like these lights--like these little, like lights-- and we're like what's that? And he's like I don't know let's go find out."
96,Ses02F_impro03,M:,
97,Ses02F_impro03,Ses02F_impro03_F008,So we walked down there and there's-[LAUGHTER]-And there's- this huge like ten foot heart in candles on the beach--
98,Ses02F_impro03,M:,the--
99,Ses02F_impro03,Ses02F_impro03_M006,What?
100,Ses02F_impro03,Ses02F_impro03_F009,"like all they have And I was like, what's going on? And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out."
101,Ses02F_impro03,M:,No.
102,Ses02F_impro03,M:,way.
103,Ses02F_impro03,Ses02F_impro03_M007,That--that is the most romantic thing I have ever heard.
104,Ses02F_impro03,Ses02F_impro03_F010,"I know. I was like, how did he get--like he must have called someone or had them set--like, I have no idea."
105,Ses02F_impro03,Ses02F_impro03_M008,"Wow. Yeah, 'cause yeah I don't know I'm sure if he--oh yeah he definitely had--would have had to have someone else--"
106,Ses02F_impro03,Ses02F_impro03_F011,'Cause- 'Cause he was with me. You didn't do it did you?
107,Ses02F_impro03,Ses02F_impro03_M009,"Yeah. I mean candles wouldn't stay--No, I didn't--I didn't know anything about it."
108,Ses02F_impro03,Ses02F_impro03_F012,You didn't know anything?
109,Ses02F_impro03,Ses02F_impro03_M010,No. I'm just as happy as you are. This is--
110,Ses02F_impro03,F:,my God.
111,Ses02F_impro03,Ses02F_impro03_F013,"I was just--it was so like I thought this might happen eventually, but like not yet, you know what I mean? Like--"
112,Ses02F_impro03,Ses02F_impro03_M011,"So, I mean--it's good though."
113,Ses02F_impro03,Ses02F_impro03_F014,"It is good. It's totally good. I mean, it like oh, you know."
114,Ses02F_impro03,F:,makes me all jittery inside.
115,Ses02F_impro03,Ses02F_impro03_M012,"Yeah, I know. Wow. I'm shaking. I can't even--"
116,Ses02F_impro03,Ses02F_impro03_F015,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out
117,Ses02F_impro03,M:,Okay. Yeah.
118,Ses02F_impro03,Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--"
119,Ses02F_impro03,Ses02F_impro03_M013,"Oh. Do they--do they know yet? Have you told them? Oh, that's--"
120,Ses02F_impro03,Ses02F_impro03_F017,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have. Um--"
121,Ses02F_impro03,Ses02F_impro03_M014,That's great. Yeah.
122,Ses02F_impro03,Ses02F_impro03_F018,"So, yeah, I mean, it'll be good. We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet. And um--"
123,Ses02F_impro03,Ses02F_impro03_M015,Okay. You know--you know where? Or--
124,Ses02F_impro03,Ses02F_impro03_F019,"I don't know. I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,"
125,Ses02F_impro03,Ses02F_impro03_M016,"Uh, huh. I mean, you know, it's spring--It'll be--"
126,Ses02F_impro03,Ses02F_impro03_F020,"But It's sort of hard 'cause the weather is so unpredictable and then if it's like cold that day. Or if it's too hot, you know, it's like--but um--"
127,Ses02F_impro03,Ses02F_impro03_M017,Spring's nice though.
128,Ses02F_impro03,Ses02F_impro03_F021,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy"
129,Ses02F_impro03,M:,that'll--
130,Ses02F_impro03,Ses02F_impro03_M018,"Yeah, that is--how long you guys been together now?"
131,Ses02F_impro03,Ses02F_impro03_F022,Two and a half years. [LAUGHTER]
132,Ses02F_impro03,Ses02F_impro03_M019,Okay. All right. So-[LAUGHTER]-quite a while. I mean--That's- That's good. I'm so happy for you. [LAUGHTER]
133,Ses02F_impro03,F:,"still, I mean, yeah."
134,Ses02F_impro03,Ses02F_impro03_F023,Thank you. Thank you so much.
135,Ses02F_impro03,Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-"
136,Ses02F_impro03,F:,you.
137,Ses02F_impro03,Ses02F_impro03_F024,"Oh, you will--You'll find just the right girl. And she'll be perfect for you and everything will be great."
138,Ses02F_impro03,M:,"seems like--Oh, I don't know--You guys--"
139,Ses02F_impro03,Ses02F_impro03_M021,You guys are awesome together. It's definitely a--definitely a good couple. I can see it. I should've guessed--
140,Ses02F_impro03,F:,
141,Ses02F_impro03,Ses02F_impro03_F025,You approve? You approve?
142,Ses02F_impro03,Ses02F_impro03_M022,"Oh, I approve. I-[LAUGHTER]-I more than approve."
143,Ses02F_impro03,Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--"
144,Ses02F_impro03,F:,ya I know. He's so extravagant--
145,Ses02F_impro03,Ses02F_impro03_F026,"Yeah, it's pretty good."
146,Ses02F_impro03,Ses02F_impro03_M024,"Well--can--I mean, let me know--I want- I want invitations and--"
147,Ses02F_impro03,Ses02F_impro03_F027,"Of course, of course--you'll be able to be a part of it. You can come help me pick my colors."
148,Ses02F_impro03,Ses02F_impro03_M025,"Oh, yes. This is the whole [GARBAGE]"
149,Ses02F_impro03,Ses02F_impro03_F028,"It's so girly. I don't even know how to like--It's so weird, but it'll be fun. My mom will love to be like--she'll get so into it, I'm sure."
150,Ses02F_impro03,Ses02F_impro03_F029,She'll be like--flowers and the--
151,Ses02F_impro03,Ses02F_impro03_M026,"It'll be good. Wow, that's great."
152,Ses02F_impro03,Ses02F_impro03_F030,"Oh, thank you. [LAUGHTER]"
153,Ses02F_impro04,Ses02F_impro04_M000,"So, uh, so how's it been going? I mean, you have any needs or anything?"
154,Ses02F_impro04,Ses02F_impro04_F000,I'm--every lead that I get ends up just being a dead end. You know what I mean. People are sick of me calling--
155,Ses02F_impro04,Ses02F_impro04_M001,"No. You can't think that way. I mean it's good--it's good that you're--that you're calling, you know. you can't"
156,Ses02F_impro04,Ses02F_impro04_F001,"Yeah, but it--I mean it's the same response you get over and over again. Like--"
157,Ses02F_impro04,Ses02F_impro04_F002,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready."
158,Ses02F_impro04,Ses02F_impro04_M002,"Yeah--I know what you mean. I've gone through like similar stuff, but--"
159,Ses02F_impro04,F:,just--
160,Ses02F_impro04,Ses02F_impro04_F003,"But, it's been so long, like--I mine as well just take a job at McDonald's. Like, I don't--"
161,Ses02F_impro04,Ses02F_impro04_M003,"No, come on. Don't [GARBAGE]"
162,Ses02F_impro04,Ses02F_impro04_F004,"I just--I can't do it anymore. Like, it just takes it out of you--"
163,Ses02F_impro04,Ses02F_impro04_M004,"I know. I know. It's hard, but you just--you gotta keep going. I mean, you've been going at it for so long, you know. Something is definitely going to come up. I-I know it will, because you're a good worker--"
164,Ses02F_impro04,Ses02F_impro04_F005,I just keep getting rejected. I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.
165,Ses02F_impro04,Ses02F_impro04_M005,"No. It's--I mean, it's competitive, you know. That's-That's what it is. that's what you gotta be is competitive."
166,Ses02F_impro04,Ses02F_impro04_F006,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough. Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--"
167,Ses02F_impro04,Ses02F_impro04_M006,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot..."
168,Ses02F_impro04,Ses02F_impro04_M007,...dumber than you. I mean they're a lot worse off than you. You are much better off than like a lot of those people in there. I know
169,Ses02F_impro04,Ses02F_impro04_F007,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand."
170,Ses02F_impro04,Ses02F_impro04_M008,"I know. It makes it harder. I mean it's definitely who you know in a lot of cases, but--"
171,Ses02F_impro04,Ses02F_impro04_F008,"It's just so frustrating. Like, I just--I just don't wanna do it anymore. You know? I just don't wanna like hit the pavement every single day with my resumes and going out there all the time. You know, it's just like--"
172,Ses02F_impro04,Ses02F_impro04_M009,"But you gotta. Otherwise, what is--what's your other option?"
173,Ses02F_impro04,Ses02F_impro04_F009,I feel so worthless.
174,Ses02F_impro04,Ses02F_impro04_M010,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off. I know it. I mean, I can--I've just--I've seen your work etiquette. You know, you're a good worker and..."
175,Ses02F_impro04,Ses02F_impro04_M011,... and there's no reason that--that something won't come up like really soon. All right? So you just gotta--
176,Ses02F_impro04,Ses02F_impro04_F010,And what would make you say that? There doesn't seem to be any indicators that anything's going to get better.
177,Ses02F_impro04,Ses02F_impro04_M012,"Because I know you. You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago. You know? but And- and they'll finally come around and believe me--it'll--you gotta-"
178,Ses02F_impro04,Ses02F_impro04_F011,"It's just really hard. I feel like their starting to get like a personal prejudice against me. You know what I mean? Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you. You know?"
179,Ses02F_impro04,Ses02F_impro04_M013,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know"
180,Ses02F_impro04,Ses02F_impro04_F012,Or they'll never talk to me again.
181,Ses02F_impro04,Ses02F_impro04_M014,"Or, well, no. Okay. you -[GARBAGE]"
182,Ses02F_impro04,Ses02F_impro04_F013,"I-I just I think maybe I should try something else. I mean, I-I don't know. All growing up this is the only thing that I ever wanted to do and yet I can't. I'm not physically able apparently. I mean--"
183,Ses02F_impro04,Ses02F_impro04_M015,"That obviously that's not true though. I mean, you've done this before. You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--"
184,Ses02F_impro04,Ses02F_impro04_F014,"I guess the money shouldn't matter to me, but--Somehow it does. You know? It's not like I do it for the money, but"
185,Ses02F_impro04,Ses02F_impro04_M016,Right.
186,Ses02F_impro04,Ses02F_impro04_M017,"Well, you've gotta live."
187,Ses02F_impro04,Ses02F_impro04_F015,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough."
188,Ses02F_impro04,Ses02F_impro04_M018,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--"
189,Ses02F_impro04,Ses02F_impro04_F016,"I just wanna crawl in a hole, you know. Like it just makes you not wanna even open your eyes in the morning."
190,Ses02F_impro04,Ses02F_impro04_M019,"Well, come on, come on. Thinking about it like this is definitely not gonna help either though."
191,Ses02F_impro04,Ses02F_impro04_F017,I don't know how to get out of it. I don't know how to dig myself out of it. It's the same hole that I've been digging and digging and digging. I can't--
192,Ses02F_impro04,Ses02F_impro04_M020,I don't know.
193,Ses02F_impro05,Ses02F_impro05_F000,"Hi, um, excuse me, I believe that the airline lost my baggage."
194,Ses02F_impro05,Ses02F_impro05_M000,"Um, okay, it didn't--didn't come out on the carrousel--"
195,Ses02F_impro05,Ses02F_impro05_F001,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?"
196,Ses02F_impro05,Ses02F_impro05_M001,"Okay. Um, well, unfortunately yeah there was a some- some problems with the--"
197,Ses02F_impro05,Ses02F_impro05_F002,Some problems? What is that supposed to mean?
198,Ses02F_impro05,Ses02F_impro05_M002,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
199,Ses02F_impro05,Ses02F_impro05_F003,How do you lose a suitcase? A huge suitcase?
200,Ses02F_impro05,Ses02F_impro05_M003,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
201,Ses02F_impro05,Ses02F_impro05_M004,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
202,Ses02F_impro05,Ses02F_impro05_F004,How much?
203,Ses02F_impro05,Ses02F_impro05_M005,"Um, we'd be willing to give you uh fifty dollars for--"
204,Ses02F_impro05,Ses02F_impro05_F005,"Fifty dollars? For my suitcase? I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together."
205,Ses02F_impro05,Ses02F_impro05_M006,"Right. Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
206,Ses02F_impro05,Ses02F_impro05_F006,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
207,Ses02F_impro05,Ses02F_impro05_M007,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
208,Ses02F_impro05,Ses02F_impro05_F007,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?"
209,Ses02F_impro05,Ses02F_impro05_M008,"Right. No. I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
210,Ses02F_impro05,Ses02F_impro05_F008,"I need my stuff. It's--I need my stuff. I mean, uh..."
211,Ses02F_impro05,Ses02F_impro05_F009,Haven't you ever lost baggage? I mean isn't there anything else you do?
212,Ses02F_impro05,Ses02F_impro05_M009,"Yes, I know. I know-. It's It's frustrating. Unfortunately though-- um"
213,Ses02F_impro05,Ses02F_impro05_F010,"Because you don't seem to care very much, you know."
214,Ses02F_impro05,Ses02F_impro05_M010,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
215,Ses02F_impro05,Ses02F_impro05_F011,I didn't sign anything.
216,Ses02F_impro05,Ses02F_impro05_M011,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
217,Ses02F_impro05,Ses02F_impro05_F012,"I didn't agree. [GARBAGE] I paid the airline to take care of things for me. When you pay for something, there should be some sort of guarantee that it's gonna come through."
218,Ses02F_impro05,Ses02F_impro05_M012,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us. So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do. So do you want--do you want the reimbursement?"
219,Ses02F_impro05,Ses02F_impro05_F013,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation. I'm supposed to be here for three weeks. What am I gonna do without anything for three weeks?"
220,Ses02F_impro05,Ses02F_impro05_M013,"Well, there are-there are some shops here in- in the airport--"
221,Ses02F_impro05,Ses02F_impro05_F014,But fifty dollars isn't going to get me anything.
222,Ses02F_impro05,Ses02F_impro05_M014,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
223,Ses02F_impro05,Ses02F_impro05_F015,Isn't there anything else you can do?
224,Ses02F_impro05,Ses02F_impro05_M015,probably even talk to--
225,Ses02F_impro05,Ses02F_impro05_F016,"I mean, is there somebody you can call? Or the guy that put the stuff on the--on the plane. I mean, are they--they must be really irresponsible to have just disappeared my baggage. I mean, did it get stolen?"
226,Ses02F_impro05,Ses02F_impro05_M016,"Right, that--that gets taken care of-- That gets taken care of. We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
227,Ses02F_impro05,F:,needs to look into that--
228,Ses02F_impro05,Ses02F_impro05_F017,"Yeah, I'm sure you -- You're like, hmm, do you take baggage? No. Oh, okay, thanks. Great. I mean how--"
229,Ses02F_impro05,Ses02F_impro05_M017,but Unfortunately sometimes is--
230,Ses02F_impro05,Ses02F_impro05_M018,"Well, that's--that's what I'm saying--"
231,Ses02F_impro05,Ses02F_impro05_F018,There needs to be better security here.
232,Ses02F_impro05,Ses02F_impro05_M019,"Okay. Well that that could be something that you put on on the claim--on on the complaint form if you want. And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
233,Ses02F_impro05,Ses02F_impro05_F019,It sounds like it's such a little like oh well no big deal whatever. It's a big deal to me.
234,Ses02F_impro05,Ses02F_impro05_M020,"All right, Miss, I-I know. I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
235,Ses02F_impro05,Ses02F_impro05_F020,"Well, can I at least have my fifty dollars, please?"
236,Ses02F_impro05,Ses02F_impro05_M021,"Yes, all right. There you go, now you can file a claim over to the left--And they'll help you out."
237,Ses02F_impro05,Ses02F_impro05_F021,Thank you.
238,Ses02F_impro05,Ses02F_impro05_F022,Thank you very much.
239,Ses02F_impro06,Ses02F_impro06_M000,"Hey, a what's up?"
240,Ses02F_impro06,Ses02F_impro06_F000,"Um, Johnny died yesterday."
241,Ses02F_impro06,Ses02F_impro06_M001,"Wow, that's horrible."
242,Ses02F_impro06,Ses02F_impro06_M002,I'm sorry to hear about that.
243,Ses02F_impro06,Ses02F_impro06_F001,"We knew that it was coming, but--"
244,Ses02F_impro06,Ses02F_impro06_M003,Yeah.
245,Ses02F_impro06,Ses02F_impro06_F002,"It seemed like he had a little bit longer. Like just last week, he was doing was so well."
246,Ses02F_impro06,Ses02F_impro06_M004,"I mean, you know, at least he's not in anymore pain now, right?"
247,Ses02F_impro06,Ses02F_impro06_F003,Yeah.
248,Ses02F_impro06,Ses02F_impro06_M005,"It's good, you know. you know It hurts I know. I know what it's like to lose someone like that."
249,Ses02F_impro06,Ses02F_impro06_F004,I just don't want him to be gone.
250,Ses02F_impro06,Ses02F_impro06_M006,It's okay.
251,Ses02F_impro06,Ses02F_impro06_M007,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on."
252,Ses02F_impro06,Ses02F_impro06_M008,I mean--I don't know.
253,Ses02F_impro06,Ses02F_impro06_F005,And his whole family was there.
254,Ses02F_impro06,Ses02F_impro06_F006,"I mean, he was like really conscious right up until the end. you know"
255,Ses02F_impro06,Ses02F_impro06_M009,"Well, that's that's good, you know. At least, I don't know. I mean it's- it's better to go- to goout that way than..."
256,Ses02F_impro06,Ses02F_impro06_M010,".than you know, in pain and like this gradual, this horrible process. I mean--"
257,Ses02F_impro06,Ses02F_impro06_F007,"He was so young, you know. And all the stories he used to tell me about..."
258,Ses02F_impro06,Ses02F_impro06_F008,...the way he wanted to live and he was gonna go to Africa and he was gonna--
259,Ses02F_impro06,Ses02F_impro06_M011,"But look at the--he--look at the life he did get to lead. I mean, for his age, he'd done so much and--"
260,Ses02F_impro06,Ses02F_impro06_F009,Nobody's ever gonna forget him.
261,Ses02F_impro06,Ses02F_impro06_M012,"Yeah, exactly. He's made a big impact on a lot of people. and"
